Scheme_ID,Scheme_Name,Ministry,Category,Launch_Year,Target_Beneficiaries,Budget_Allocated_Crore,Budget_Utilized_Crore,States_Covered,Beneficiaries_Reached_Lakh,Status,Mode,Gender_Focus,Age_Group,Application_Mode,Success_Rate_%,Grievances_Filed,Grievances_Resolved,Scheme_Duration_Years,Annual_Report_Available,Website_Available,PM_Flagship,Nodal_Agency,Remarks
S0494,Atal Disaster Management Kaushal,Ministry of Panchayati Raj,Financial Inclusion,2019,Persons with Disability,13128,10364,All States,13365.68,Closed,Tax Benefits,All,18+,Online/Offline,63.4,252449,251879,2027,No,Yes,No,Banks,
S0495,Bharat Cancer Care Pani Yojana,Ministry of Minority Affairs,Employment,2019,Fishers,,,All States,13705.58,Active,Awareness,Women,0-18,Online/Offline,,86597,69617,7,Yes,Yes,Yes,QCI,
S0496,Jan Watershed Development Sinchai Yojana,Ministry of Science and Technology,Employment,1955,SC/ST,274589,114904,All States,6403.86,Under Review,Free Service,Women,21-30,Offline,44,232778,211767,7,Yes,No,No,NHM,COVID-19 relief component
S0497,Gram Fluorosis Control Yojana,Ministry of Labour,Disaster Relief,2004,Minorities,139119,76831,All States,,Closed,In-Kind,SC/ST,0-18,Online,54.5,491737,466058,Ongoing,Yes,Yes,No,UIDAI,Pilot phase
S0498,Digital Apprenticeship Vikas Yojana,Ministry of Agriculture,Marine Development,1965,Women,495195,358796,All States,10279.92,Active,Insurance,SC/OBC,18-45,N/A,,96065,81384,1972,No,Yes,No,MoHFW,
S0499,Integrated Fertilizer Karyakram,Ministry of Petroleum,Sports,1971,Migrant Workers,355719,128879,All States,239.34,Closed,Insurance,Women/Children,16-59,Offline,98.7,474203,377391,1987,Yes,Yes,No,NRLM,Extended beyond original timeline
S0500,Mahatma Gandhi Tourism Development Jan Vikas,Department of Personnel,Sports,1979,Farmers,97444,73615,All States,6900.1,Active,Price Support,SC/OBC,21-30,Online,97.9,391267,367410,1996,Yes,Yes,Yes,Gram Panchayats,Missing beneficiary data
S0501,Central Sports Infrastructure Vikas Yojana,Ministry of Science and Technology,Entrepreneurship,2003,Unorganised Workers,218433,123398,16,10492.16,Under Review,Direct Benefit Transfer,All,0-6,Online/Offline,59.8,162944,138622,Ongoing,Yes,Yes,Yes,DRDA,Data partially available
S0502,Jan Seed Development Samman Nidhi,Ministry of Labour,Skill Development,1970,Fishers,,,All States,13273.79,Active,Training,SC/ST,18-70,N/A,86.4,180426,111944,1983,Yes,Yes,No,PFRDA,
S0503,Indira Gandhi Dengue Prevention Swasthya Yojana,Ministry of Labour,Nutrition,1980,Pregnant Women,287639,170671,All States,7506.99,Completed,Direct Benefit Transfer,Children,Jun-14,Online/Offline,97.3,60953,54374,1994,No,Yes,No,HUDCO,COVID-19 relief component
S0504,Pradhan Mantri Dengue Prevention Nidhi,Ministry of Electronics,Housing,1957,Small Entrepreneurs,386466,334006,All States,13105.52,Active,Grant,Women,16-59,N/A,76.1,263399,198075,13,Yes,Yes,No,NeSL,No direct govt budget
S0505,Deendayal Rural Housing Sinchai Yojana,Ministry of Electronics,Tribal Development,2006,SC/ST,376175,130504,All States,2804.41,Completed,Grant,Children,Jun-14,Online/Offline,64.3,335176,253211,2018,No,Yes,No,CGTMSE,Data partially available
S0506,Jan Disaster Management Pani Yojana,Ministry of Housing,Regional Development,1990,Unorganised Workers,,,13,,Under Review,Micro Credit,SC/ST,0-6,Offline,34.7,304371,233210,7,No,No,No,FCI,Merged with another scheme
S0507,Pradhan Mantri Handicrafts Shiksha Yojana,Ministry of Social Justice,Agriculture,1995,OBC,3645,1254,3,1062.87,Active,Scholarship,SC/OBC,21-35,Offline,80.6,462722,365119,4,Yes,Yes,No,LIC,New phase announced
S0508,Bharat Sericulture Shiksha Yojana,Ministry of Women and Child,Financial Inclusion,1990,Rural Poor,350470,295804,All States,,Active,Price Support,Children,All Ages,Online/Offline,41.4,27082,24693,14,Yes,No,No,NHAI,
S0509,Mission Seed Development Sinchai Yojana,Ministry of Road Transport,Livelihood,1958,Small Entrepreneurs,73440,63176,20,9920.03,Active,Wage Employment,SC/OBC,22-35,Online,38.3,107120,88906,14,No,Yes,Yes,KVIC,Discontinued after 2020
S0510,Indira Gandhi Industrial Training Swasthya Yojana,Ministry of Health,Tourism,1965,Fishers,150704,71806,All States,4614,Active,Policy,Children,18-60,Multiple,37.7,45650,39025,13,Yes,Yes,No,MoE,Data partially available
S0511,Mahatma Gandhi Child Nutrition Samman Nidhi,Ministry of Heavy Industries,Livelihood,1997,Artisans,410522,216654,All States,,Active,Legal Framework,SC/OBC,21-30,Offline,40.3,377461,,6,No,Yes,No,MoHFW,Loan guarantee scheme
S0512,National Olympic Training Initiative,Ministry of Electronics,Skill Development,1969,Small Entrepreneurs,405266,421449,All States,8249.96,Active,Wage Employment,Women,60+,Offline,65.6,63728,58428,1993,Yes,No,No,CGTMSE,
S0513,National Sericulture Jan Vikas,Ministry of Culture,Financial Inclusion,1972,Senior Citizens,202755,63163,All States,8243.89,Completed,Price Support,Women/Children,15-45,Multiple,61.8,211889,149264,1977,Yes,Yes,Yes,CGWB,State-level implementation
S0514,Scheme for Climate Change Yojana,Ministry of Shipping,Entrepreneurship,1975,Urban Poor,373112,274168,All States,11712.03,Active,Fellowship,SC/ST,0-18,Online,83.4,277363,187669,9,Yes,Yes,No,CGWB,Loan guarantee scheme
S0515,Scheme for Primary Education Shakti,Ministry of Fisheries,Skill Development,1970,Women,437914,190270,All States,10532.3,Under Review,Reimbursement,Women,16-59,Online/Offline,35.1,301842,233878,1971,Yes,Yes,No,MoHUA,Loan guarantee scheme
S0516,Integrated Startup Support Rozgar Yojana,Ministry of Environment,Financial Inclusion,1988,Senior Citizens,269599,262304,All States,12462.27,Active,Wage Employment,Women/Children,0-18,Multiple,,476834,359637,Ongoing,Yes,Yes,No,EPFO,Budget revised upward
S0517,Samagra Waste Management Sinchai Yojana,Ministry of Shipping,Transport,1965,OBC,464547,,All States,7183.85,Closed,In-Kind,Women,0-6,Offline,49.7,425009,295921,11,Yes,Yes,No,NHM,
S0518,PM Cancer Care Urja Yojana,Ministry of Food,Urban Livelihood,2023,Children,137018,,All States,14122.41,Under Review,Subsidy,SC/OBC,18-60,N/A,99.1,307392,196908,2026,No,Yes,Yes,DFPD,
S0519,Atal Land Records Kalyan Yojana,NITI Aayog,Child Protection,1978,Minorities,109474,38227,All States,8234.6,Closed,Price Support,SC/ST,15-35,Online/Offline,85.1,294521,203648,2014,No,Yes,No,NHA,Scheme under review
S0520,Samagra Crop Insurance Shiksha Yojana,Ministry of Power,Education,1963,BPL Families,70349,21566,All States,2251.93,Active,Digital Platform,Women,All Ages,Multiple,89.3,183587,171811,Ongoing,Yes,Yes,No,AAI,Data partially available
S0521,Gram Elderly Care Mission,Ministry of Civil Aviation,Agriculture,1992,Senior Citizens,284360,285096,All States,6421.79,Active,Loan Guarantee,All,22-35,Online/Offline,49,298721,190145,4,Yes,No,No,LIC,Missing beneficiary data
S0522,Jan Tribal Welfare Sinchai Yojana,Ministry of Electronics,Education,1957,OBC,229310,96682,All States,6199.43,Active,Wage Employment,Women/Children,18-60,Multiple,55.6,497310,419121,1997,Yes,Yes,No,CGWB,
S0523,Central Persons with Disability Shakti,Ministry of Social Justice,Urban Livelihood,1952,Youth,397641,170265,All States,11785.15,Under Review,Policy,All,18-45,Multiple,37.4,58854,40290,2,Yes,No,No,MeitY,
S0524,Rajiv Gandhi Groundwater Conservation Swasthya Yojana,Ministry of Women and Child,Regional Development,2011,Rural Poor,112313,69078,All States,,Active,Savings Scheme,All,22-35,Online,45.8,361622,227741,2021,Yes,Yes,Yes,DFPD,New phase announced
S0525,Bharat Senior Citizens Awaas Yojana,Ministry of Food Processing,Child Development,1969,All Citizens,344818,137178,All States,,Active,Loan Guarantee,Women,16-59,Online,43.7,201086,126523,1971,Yes,Yes,Yes,NDDB,Extended beyond original timeline
S0526,Gram Juvenile Justice Jan Vikas,Ministry of Fisheries,Pension,1960,Youth,123182,42551,All States,1578.4,Under Review,Price Support,Women,15-45,N/A,78.9,83594,64920,2011,No,Yes,No,PFRDA,Scheme under review
S0527,PM Nutrition Programme Jan Vikas,Ministry of Labour,Innovation,2004,Persons with Disability,88674,55045,All States,8519.34,Completed,Micro Credit,Children,0-18,Offline,51.6,254655,213464,2022,Yes,Yes,No,NRLM,Loan guarantee scheme
S0528,Rajiv Gandhi River Cleaning Shakti,Ministry of Skill Development,Health,1992,Youth,128701,,All States,,Active,Fellowship,All,21-45,N/A,31,325911,250808,7,Yes,Yes,No,CGTMSE,Discontinued after 2020
S0529,Pradhan Mantri Senior Citizens Awaas Yojana,Ministry of Power,Tribal Development,2008,Youth,81087,64873,All States,13659.95,Active,Grant,Children,18-40,Offline,69.1,479813,312966,Ongoing,Yes,Yes,No,NDDB,
S0530,Gram TB Eradication Urja Yojana,Ministry of AYUSH,Sports,1997,Fishers,77222,67039,All States,,Active,Direct Benefit Transfer,SC/ST,18-70,Online/Offline,50.1,215826,201106,2018,Yes,Yes,Yes,NFDB,State-level implementation
S0531,Atal Women Safety Shiksha Yojana,Ministry of Tribal Affairs,Regional Development,1965,Youth,429788,295013,All States,12779.28,Completed,Infrastructure,SC/ST,18-40,Offline,55.6,244962,222818,2,Yes,Yes,Yes,MoHFW,
S0532,Swachh Urban Transport Nidhi,Ministry of Health,Sanitation,1986,Youth,,,All States,14246.35,Active,Loan Guarantee,Women/Children,18+,Multiple,91.8,372988,246717,2018,No,Yes,Yes,HUDCO,Data partially available
S0533,Rajiv Gandhi Waste Management Yojana,Ministry of Development of NE,Food Security,1974,Urban Poor,154689,78696,All States,9749.95,Completed,Tax Benefits,Children,22-35,Online,89.2,410663,393930,1977,No,Yes,No,CGWB,
S0534,Integrated DBT Implementation Scheme,PMO,Child Development,1976,Artisans,380576,176761,All States,4146.41,Active,Infrastructure,Women,21-35,N/A,76.9,22704,16930,2016,No,Yes,Yes,DAHD,
S0535,Pradhan Mantri Cooperative Initiative,Ministry of Steel,Energy,1994,BPL Families,3594,3191,All States,,Active,Loan Guarantee,Women/Children,18-70,Online,89.2,241101,169535,10,Yes,Yes,Yes,WCD,
S0536,Bharat Mental Health Vikas Yojana,Ministry of Housing,Water,1969,Migrant Workers,,,33,12189.64,Closed,Reimbursement,Women,0-6,Multiple,92.6,283046,257594,2019,Yes,Yes,No,CGWB,Self-funded contributory
S0537,PM SC/ST Welfare Kalyan Yojana,Ministry of Mines,Organic Farming,2024,Youth,,,All States,3999.14,Active,Loan Guarantee,Children,14-18,Offline,60,175862,140759,2029,Yes,Yes,No,MoHUA,No direct govt budget
S0538,Scheme for Airport Yojana,NITI Aayog,Research,1961,Small Entrepreneurs,18991,,All States,1056.64,Active,Scholarship,Children,18-60,N/A,60.3,8955,5797,Ongoing,Yes,Yes,Yes,LIC,Self-funded contributory
S0539,Integrated Cold Chain Shakti,Ministry of Jal Shakti,Urban Livelihood,1999,Farmers,285904,,All States,14865.3,Active,Wage Employment,Children,All Ages,Offline,71.3,25607,18490,2023,No,Yes,Yes,State Govts,Subsumed into larger mission
S0540,Mukhyamantri Post Harvest Jan Vikas,Ministry of Culture,Border Development,1970,Rural Poor,300023,313491,All States,6482.48,Active,Free Service,SC/ST,18+,N/A,96.4,310431,285809,3,No,Yes,Yes,NHA,Data partially available
S0541,Atal Handicrafts Nidhi,Ministry of Women and Child,Social Security,1994,Persons with Disability,465068,289828,All States,312.33,Active,Infrastructure,Women,Jun-18,N/A,63.8,189077,118192,2002,Yes,Yes,Yes,NHA,
S0542,PM Cold Chain Programme,Ministry of Electronics,Agriculture,1968,Migrant Workers,,,25,13282.23,Active,Free Service,Women/Children,21-35,Offline,68.7,180983,,Ongoing,No,No,Yes,NeSL,COVID-19 relief component
S0543,Indira Gandhi Tribal Welfare Sinchai Yojana,Ministry of Skill Development,Social Security,1965,OBC,180190,65025,All States,,Closed,Micro Credit,All,21-45,N/A,57.7,81356,51725,1999,Yes,Yes,Yes,UIDAI,No direct govt budget
S0544,Digital Olympic Training Initiative,Ministry of Defence,Scholarships,1957,Children,87448,34978,All States,,Under Review,Digital Platform,Women,18-45,Online,77.5,436164,395411,Ongoing,Yes,No,No,MoE,Scheme under review
S0545,Mission Pesticide Management Shiksha Yojana,Ministry of Tourism,Education,1987,Small Entrepreneurs,438053,430495,All States,8837.22,Active,Wage Employment,Women,0-6,Multiple,54,321156,294864,6,Yes,Yes,Yes,NHA,
S0546,Gram Cooperative Suraksha Yojana,Ministry of New Energy,Marine Development,1999,All Citizens,165824,54003,All States,697.5,Closed,Pension Scheme,SC/OBC,21-45,Offline,31,470485,361310,Ongoing,No,No,No,SAI,COVID-19 relief component
S0547,National Tribal Welfare Awaas Yojana,Ministry of Panchayati Raj,Digital Infrastructure,2021,Farmers,111143,58222,All States,892.5,Closed,Multiple,Children,21-30,N/A,87.7,237926,195381,10,No,Yes,No,NSDC,COVID-19 relief component
S0548,Central Export Promotion Pani Yojana,PMO,Social Security,1982,Senior Citizens,122298,118738,All States,4620.93,Closed,Infrastructure,Children,60+,N/A,91.8,114848,86967,2004,Yes,Yes,No,CGTMSE,
S0549,Swachh Crop Insurance Kaushal,Ministry of Defence,Food Security,1953,Rural Poor,243735,169590,All States,13785.73,Closed,Reimbursement,Women,14-18,Online,88.8,394606,326835,5,Yes,Yes,No,NHA,Pilot phase
S0550,National Solar Energy Rozgar Yojana,Ministry of Tribal Affairs,Tourism,2010,Artisans,315996,265092,All States,,Completed,In-Kind,SC/ST,18-70,Offline,36,189160,153300,9,Yes,No,No,NABARD,Budget revised upward
S0551,Mission Cultural Promotion Nidhi,Department of Personnel,Skill Development,2013,Farmers,108267,57119,All States,4095.7,Under Review,Multiple,SC/OBC,Jun-18,Offline,86.8,431422,349633,4,Yes,No,No,State Govts,COVID-19 relief component
S0552,Samagra Irrigation Kalyan Yojana,Ministry of Skill Development,Women Empowerment,1971,All Citizens,311851,109259,All States,7797.34,Active,Grant,All,21-35,Online,61.1,29278,21079,1987,Yes,No,Yes,NRLM,
S0553,Mission Air Pollution Programme,Ministry of Fisheries,Transport,1982,Fishers,41535,,All States,14356.04,Active,Loan Guarantee,SC/ST,15-45,Multiple,41.2,164172,154534,1986,No,Yes,Yes,NDDB,Extended beyond original timeline
S0554,Scheme for Fertilizer Yojana,Ministry of Health,Disaster Relief,1969,Minorities,,,All States,1020.77,Active,Insurance,Women/Children,18-60,Online,55.7,257935,156373,2026,Yes,Yes,No,SFAC,Loan guarantee scheme
S0555,Rajiv Gandhi Apprenticeship Programme,Ministry of Railways,Employment,2008,SC/ST,374204,114824,All States,10174.77,Active,Digital Platform,Children,14-18,Online,98.2,94279,60993,2022,Yes,No,No,NABARD,
S0556,Swachh Olympic Training Jan Vikas,Ministry of Power,Urban Livelihood,1986,Rural Poor,188392,56626,All States,5631.5,Active,Multiple,Women/Children,0-6,Online/Offline,78.9,222877,200937,13,Yes,Yes,Yes,MoHFW,Budget revised upward
S0557,Dr. Ambedkar LED Lighting Shakti,Ministry of Railways,Education,2020,Women,285846,179058,All States,14255.96,Active,Multiple,SC/ST,0-18,Multiple,43.3,191350,178997,Ongoing,Yes,Yes,No,NRLM,Data partially available
S0558,Deendayal Malaria Control Awaas Yojana,Ministry of Social Justice,Tribal Development,2006,Artisans,266810,260242,All States,,Completed,Savings Scheme,Children,0-18,N/A,76,419498,301749,2,Yes,Yes,Yes,CGWB,
S0559,Mahatma Gandhi Coastal Development Karyakram,Ministry of Defence,Tribal Development,1955,Youth,381280,160955,All States,13194.9,Under Review,Grant,SC/ST,22-35,Offline,65.6,322909,322289,8,Yes,Yes,No,NITI Aayog,Extended beyond original timeline
S0560,Rashtriya Urban Transport Karyakram,Ministry of Fisheries,Sports,1968,Unorganised Workers,7328,2409,All States,577.28,Active,Digital Platform,SC/OBC,14-18,Online,57.9,126431,87312,1991,Yes,Yes,Yes,NDDB,COVID-19 relief component
S0561,Swachh Farmer Income Initiative,Ministry of New Energy,Employment,2019,SC/ST,100403,,4,10569.51,Active,Price Support,Children,21-45,N/A,38.7,16123,12826,8,Yes,Yes,No,MoE,
S0562,Indira Gandhi Port Development Nidhi,Ministry of Labour,Skill Development,2006,Urban Poor,311373,252552,All States,,Active,Legal Framework,All,0-6,Multiple,90.3,85362,62956,13,No,Yes,No,Banks,Self-funded contributory
S0563,Indira Gandhi Horticulture Kaushal,Ministry of MSME,Governance,1960,Women,252688,114750,All States,13376.08,Active,Loan Guarantee,Children,60+,Online,54.2,141347,,15,No,Yes,No,CGWB,Discontinued after 2020
S0564,Pradhan Mantri Watershed Development Samman Nidhi,Ministry of Finance,Marine Development,1993,Rural Poor,367920,174824,All States,11909.41,Completed,Free Service,Children,Jun-14,N/A,43.7,75157,71436,1,Yes,No,Yes,MNRE,No direct govt budget
S0565,Atal LED Lighting Mission,Ministry of Sports,Nutrition,2016,Migrant Workers,224396,68196,All States,11186.37,Active,Price Support,Women/Children,18+,Multiple,80,272554,175004,2029,Yes,No,Yes,NIC,New phase announced
S0566,National Island Development Initiative,Ministry of Chemicals,Pension,1978,Senior Citizens,,,All States,6652.72,Active,Scholarship,SC/OBC,60+,Online/Offline,79.2,129117,84886,13,No,Yes,No,NSIC,
S0567,Rashtriya SC/ST Welfare Rozgar Yojana,Ministry of MSME,Innovation,1980,BPL Families,407515,170910,26,10168.48,Completed,Digital Platform,Children,0-18,Multiple,49.8,484051,456218,2029,Yes,Yes,No,UIDAI,Missing beneficiary data
S0568,Rashtriya Export Promotion Abhiyan,Ministry of Tribal Affairs,Women Empowerment,1996,BPL Families,,,All States,,Active,Tax Benefits,SC/OBC,0-18,Online/Offline,52.7,450567,415237,2000,Yes,Yes,No,UIDAI,Pilot phase
S0569,Digital Air Pollution Jan Vikas,NITI Aayog,Water,1960,Youth,40626,40795,All States,,Active,Price Support,Children,21-55,Online/Offline,59.2,475844,467097,1990,No,Yes,Yes,Gram Panchayats,Self-funded contributory
S0570,PM Organic Farming Swasthya Yojana,Ministry of Power,Credit,2022,Urban Poor,233564,104672,All States,4546.52,Under Review,Legal Framework,Women,16-59,N/A,98.1,208894,164668,7,Yes,No,Yes,NFDB,Budget revised upward
S0571,Jan e-Governance Sadak Yojana,Ministry of Women and Child,Women Empowerment,2006,Persons with Disability,247899,138507,All States,1115.05,Active,Wage Employment,Women/Children,22-35,Online,41.8,303561,199239,14,Yes,No,No,MoHUA,
S0572,Mission Vocational Training Kaushal,Ministry of Railways,Rural Development,1999,Youth,479051,290955,All States,14255.67,Completed,Digital Platform,All,Jun-14,Offline,60.1,97572,61378,2024,Yes,Yes,Yes,EPFO,
S0573,Samagra Drinking Water Kalyan Yojana,Ministry of Rural Development,Social Security,1987,Artisans,169560,105480,All States,7800.21,Active,Fellowship,SC/OBC,18-40,Multiple,60.8,227836,207798,1989,Yes,Yes,No,DAC,Discontinued after 2020
S0574,Deendayal Leather Industry Jan Vikas,Ministry of Shipping,Housing,1992,Persons with Disability,404173,,All States,7541.53,Completed,Insurance,SC/ST,18+,Online/Offline,44.1,333255,304882,5,Yes,Yes,No,Gram Panchayats,Budget revised upward
S0575,Integrated Senior Citizens Kaushal,Ministry of Environment,Energy,1964,Youth,455714,,31,5923.4,Active,Cash Incentive,Children,0-6,Multiple,,221238,175501,Ongoing,Yes,No,No,NIC,Discontinued after 2020
S0576,Atal Horticulture Scheme,Ministry of Finance,Livelihood,2008,Women,215518,147486,All States,,Active,Pension Scheme,SC/ST,18-40,N/A,,217055,137587,4,Yes,No,No,AAI,State-level implementation
